#{"t_start": 1748654011.4573238, "env_id": "None"}
r,l,t
-50.0,1,4737.481717
28.0,2,4737.481782
-50.0,1,4739.914939
-47.0,2,4741.647078
-32.0,1,4741.647138
-50.0,1,4742.738296
-50.0,1,4742.738354
-50.0,1,4744.478448
-38.0,2,4745.600475
-50.0,1,4745.60054
-50.0,1,4746.749316
-50.0,1,4746.749385
-50.0,1,4748.550445
-32.0,1,4748.550504
-50.0,1,4749.646029
-50.0,1,4749.64609
-50.0,1,4751.357173
-50.0,1,4752.473876
-35.0,2,4752.47394
-50.0,1,4754.319136
-2.0,2,4755.913852
-50.0,1,4755.913912
-50.0,1,4758.044511
-44.0,2,4759.161561
-50.0,1,4759.161618
-50.0,1,4760.351561
-50.0,1,4760.351619
-32.0,1,4763.865745
-50.0,2,4765.08648
-50.0,1,4765.086538
-32.0,1,4768.290889
-47.0,2,4769.653678
-50.0,1,4769.653739
-50.0,2,4775.275353
-44.0,2,4775.27541
-50.0,1,4776.416286
-50.0,1,4776.416394
-50.0,1,4777.527955
-50.0,1,4777.528012
-50.0,1,4779.571049
-44.0,2,4782.019083
-47.0,2,4784.016152
-44.0,2,4785.167475
-50.0,1,4785.167539
-32.0,1,4787.06723
-50.0,1,4787.067293
-50.0,1,4788.2379
-50.0,1,4788.237957
-50.0,1,4789.399322
-50.0,1,4789.399388
-32.0,1,4791.807893
-50.0,1,4792.955817
-38.0,2,4792.955877
-50.0,1,4795.231725
-32.0,1,4797.106233
-44.0,2,4797.106291
-50.0,1,4798.913031
-32.0,1,4798.913089
-32.0,1,4800.812009
-50.0,1,4800.812068
-50.0,1,4802.002489
-50.0,1,4802.002546
-32.0,1,4804.87612
-44.0,2,4806.041839
-50.0,1,4806.041896
-32.0,1,4808.845506
-50.0,1,4810.064783
-44.0,2,4810.064849
-50.0,1,4812.846261
-50.0,2,4814.828975
-38.0,2,4817.264092
-47.0,2,4819.363053
-44.0,2,4821.833673
-50.0,1,4822.942466
-47.0,2,4822.942524
-50.0,1,4824.670905
-38.0,2,4826.407124
-35.0,2,4828.375799
-44.0,2,4831.554305
-50.0,1,4832.749358
-47.0,2,4832.749415
-32.0,1,4836.650398
-50.0,1,4837.823848
-50.0,2,4837.823918
-50.0,1,4839.965753
-50.0,1,4839.965818
-32.0,1,4843.519188
-47.0,2,4844.799261
-50.0,1,4844.799317
-50.0,1,4847.205178
-47.0,2,4849.439631
-50.0,1,4849.439711
-32.0,1,4852.126417
-50.0,1,4852.12647
-29.0,1,4855.454535
-47.0,2,4856.659645
-50.0,1,4856.659711
-50.0,1,4858.419137
-32.0,1,4858.419195
-32.0,1,4860.275604
-50.0,1,4860.27566
-50.0,1,4861.464545
-50.0,1,4861.464608
-50.0,1,4863.90928
-38.0,1,4863.909338
-50.0,1,4865.106501
-50.0,1,4865.106557
-50.0,1,4868.253581
-50.0,2,4870.037214
-32.0,1,4870.037274
-50.0,1,4873.201414
-50.0,2,4874.302717
-50.0,1,4874.302779
-50.0,1,4875.39611
-50.0,1,4875.396167
-50.0,1,4878.481392
-32.0,1,4881.137623
-50.0,2,4881.137717
-50.0,1,4883.686514
-50.0,1,4883.686628
-50.0,1,4886.329036
-29.0,1,4886.329094
-50.0,1,4887.425389
-50.0,1,4887.425445
-50.0,1,4889.338475
-44.0,2,4891.189426
-32.0,1,4891.189483
-50.0,1,4893.351945
-44.0,2,4895.141695
-32.0,1,4895.141751
-50.0,1,4896.345222
-50.0,1,4896.345284
-32.0,1,4898.857591
-50.0,1,4900.050393
-41.0,2,4900.05045
-50.0,1,4901.845503
-32.0,1,4901.84556
-50.0,1,4902.9997
-50.0,1,4902.999762
-50.0,1,4905.215408
-44.0,2,4906.256549
-50.0,1,4906.256606
-32.0,1,4907.867722
-50.0,1,4907.867783
-50.0,1,4909.52164
-32.0,1,4909.521702
-50.0,1,4910.62826
-50.0,1,4910.628317
-32.0,1,4913.210747
-44.0,2,4915.258057
-50.0,1,4915.258168
-50.0,1,4917.00274
-50.0,1,4917.002813
-32.0,1,4919.781471
-50.0,1,4919.781585
-50.0,1,4921.468222
-50.0,1,4921.46829
-50.0,1,4923.63153
-50.0,1,4923.631616
-29.0,1,4926.026449
-50.0,1,4926.02659
-50.0,1,4928.216346
-32.0,1,4928.216403
-50.0,1,4929.425611
-50.0,1,4929.425669
-50.0,1,4931.197587
-32.0,1,4931.197639
-50.0,1,4932.370203
-50.0,1,4932.370269
-44.0,2,4937.140371
-2.0,2,4937.14043
-50.0,1,4939.376029
-38.0,1,4939.376149
-50.0,1,4940.576685
-50.0,1,4940.576742
-32.0,1,4943.602356
-44.0,2,4944.799339
-50.0,1,4944.799393
-32.0,1,4946.67196
-50.0,1,4946.67202
-50.0,1,4947.907555
-50.0,1,4947.907612
-50.0,1,4950.868498
-50.0,1,4952.044957
-50.0,2,4952.045015
-50.0,1,4953.345761
-50.0,1,4953.345856
-50.0,1,4954.838755
-50.0,1,4954.838814
-50.0,1,4957.096031
-41.0,2,4958.969484
-50.0,1,4960.196167
-38.0,2,4960.196234
-32.0,1,4962.075159
-50.0,1,4962.075217
-50.0,1,4963.864319
-32.0,1,4963.864377
-50.0,1,4965.07064
-50.0,1,4965.070697
-50.0,1,4966.893358
-50.0,1,4968.029707
-38.0,2,4968.029759
-50.0,1,4969.174598
-50.0,1,4969.174654
-50.0,1,4971.009658
-38.0,2,4972.90512
-38.0,2,4974.708153
-32.0,1,4974.70821
-50.0,1,4976.551791
-38.0,2,4977.650348
-50.0,1,4977.650407
-32.0,1,4980.001091
-32.0,1,4980.00115
-50.0,1,4981.155556
-50.0,1,4981.155614
-50.0,1,4983.304204
-50.0,1,4984.598173
-44.0,2,4984.598233
-35.0,1,4987.076606
-50.0,1,4987.076669
-50.0,1,4990.830947
-44.0,2,4994.606832
-50.0,2,4996.417233
-50.0,1,4996.417295
-44.0,2,5003.02534
-47.0,2,5003.025429
-50.0,1,5005.689909
-50.0,1,5006.73272
-41.0,2,5006.732793
-50.0,1,5008.437901
-32.0,1,5008.437952
-50.0,1,5010.166577
-50.0,1,5011.294941
-35.0,2,5011.295
-50.0,1,5013.750906
-47.0,2,5015.43583
-32.0,1,5015.435898
-50.0,1,5017.922953
-47.0,2,5019.754359
-50.0,1,5020.96009
-38.0,2,5020.96015
-50.0,1,5022.72231
-35.0,2,5024.736699
-44.0,2,5026.7906
-44.0,2,5029.248669
-50.0,1,5030.517027
-47.0,2,5030.517092
-35.0,2,5034.552892
-38.0,2,5034.552962
-50.0,1,5035.669874
-50.0,1,5035.669935
-44.0,2,5039.894463
-44.0,2,5039.89452
-50.0,1,5041.984812
-32.0,1,5043.746938
-44.0,2,5043.746999
-50.0,1,5044.921641
-50.0,1,5044.9217
-38.0,1,5048.544295
-44.0,2,5050.127241
-32.0,1,5050.127297
-50.0,1,5053.364467
-41.0,2,5055.908489
-50.0,1,5055.908589
-50.0,1,5058.078997
-32.0,1,5058.079063
-50.0,1,5059.898954
-50.0,1,5059.899052
-50.0,1,5062.292883
-50.0,1,5062.292995
-50.0,1,5064.698673
-32.0,1,5066.382525
-44.0,2,5066.382585
-50.0,1,5067.497099
-50.0,1,5067.497155
-32.0,1,5069.260433
-50.0,1,5069.260493
-50.0,1,5071.294521
-50.0,1,5072.366432
-44.0,2,5072.366495
-50.0,1,5074.086604
-41.0,2,5075.787687
-38.0,2,5076.909536
-50.0,1,5076.909604
-35.0,1,5082.470055
-35.0,1,5085.301323
-47.0,2,5085.301405
-50.0,1,5087.190727
-32.0,1,5087.190787
-50.0,1,5090.143591
-50.0,2,5092.25479
-50.0,1,5093.430291
-44.0,2,5093.43035
-50.0,1,5096.542172
-50.0,2,5098.210631
-32.0,1,5098.210695
-35.0,1,5100.246187
-50.0,1,5100.246245
-50.0,1,5101.41582
-50.0,1,5101.415879
-50.0,1,5102.730088
-50.0,1,5102.730152
-50.0,1,5105.574404
-44.0,2,5108.560335
-44.0,2,5112.050777
-50.0,1,5114.387061
-44.0,2,5114.387164
-50.0,1,5116.375673
-50.0,1,5116.375734
-50.0,1,5118.814337
-35.0,1,5118.814427
-32.0,1,5120.624005
-50.0,1,5120.624071
-50.0,1,5123.003849
-2.0,2,5125.636444
-44.0,2,5127.209714
-50.0,1,5127.209777
-32.0,1,5130.44973
-47.0,2,5131.733185
-50.0,1,5131.733251
-50.0,1,5133.964695
-38.0,2,5136.680991
-44.0,2,5140.438429
-47.0,2,5142.197999
-38.0,2,5144.481056
-41.0,2,5146.127635
-50.0,1,5147.848165
-38.0,2,5147.848287
-35.0,1,5151.450926
-50.0,1,5151.450993
-50.0,1,5153.404679
-38.0,2,5154.526102
-50.0,1,5154.526157
-50.0,1,5156.973009
-47.0,2,5158.095822
-50.0,1,5158.095883
-50.0,1,5159.210032
-50.0,1,5159.210097
-50.0,1,5162.282123
-50.0,2,5163.376174
-50.0,1,5163.37624
-50.0,1,5165.621459
-32.0,1,5167.209723
-44.0,2,5167.209787
-50.0,1,5168.396523
-50.0,1,5168.396579
-50.0,1,5170.89114
-32.0,1,5173.215634
-47.0,2,5173.215726
-50.0,1,5174.41371
-50.0,1,5174.413779
-50.0,1,5175.73524
-50.0,1,5175.735302
-50.0,1,5178.135747
-44.0,2,5179.859049
-32.0,1,5179.859113
-50.0,1,5181.052848
-50.0,1,5181.052908
-50.0,1,5182.250416
-50.0,1,5182.250475
-32.0,1,5184.993916
-44.0,2,5186.223369
-50.0,1,5186.223431
-50.0,1,5188.498019
-50.0,1,5189.565241
-44.0,2,5189.565295
-50.0,1,5192.051823
-32.0,1,5193.696742
-50.0,2,5193.6968
-50.0,1,5195.8105
-41.0,2,5197.543434
-38.0,2,5199.23327
-41.0,2,5200.955954
-38.0,2,5202.056228
-50.0,1,5202.056285
-32.0,1,5203.979205
-50.0,1,5203.979271
-50.0,1,5205.114542
-50.0,1,5205.114599
-50.0,1,5207.183639
-44.0,2,5208.285849
-50.0,1,5208.286104
-50.0,1,5210.11646
-32.0,1,5210.116523
-32.0,1,5211.930137
-50.0,1,5211.930193
-50.0,1,5213.11557
-50.0,1,5213.115627
-50.0,1,5214.555236
-50.0,1,5214.555295
-41.0,2,5219.181591
-44.0,2,5219.181656
-41.0,2,5224.122583
-35.0,2,5224.122694
-50.0,1,5225.935688
-50.0,1,5225.935757
-50.0,1,5227.126841
-50.0,1,5227.126902
-50.0,1,5229.136198
-44.0,2,5230.196068
-50.0,1,5230.196129
-50.0,1,5231.337563
-50.0,1,5231.337636
-50.0,1,5233.344786
-50.0,1,5234.412842
-44.0,2,5234.412898
-50.0,1,5236.453086
-50.0,1,5237.511057
-44.0,2,5237.511119
-32.0,1,5239.202056
-50.0,1,5239.202122
-50.0,1,5240.327191
-50.0,1,5240.32725
-35.0,1,5243.610184
-50.0,1,5244.74343
-44.0,2,5244.743537
-50.0,1,5246.92667
-50.0,1,5247.967967
-41.0,2,5247.968027
-50.0,1,5249.089275
-50.0,1,5249.089337
-32.0,1,5251.678161
-50.0,1,5252.929991
-44.0,2,5252.930173
-29.0,1,5255.233599
-50.0,1,5255.233686
-50.0,1,5257.244209
-32.0,1,5257.244266
-50.0,1,5259.729361
-47.0,2,5262.29935
-35.0,1,5262.299406
-50.0,1,5263.741905
-50.0,1,5263.741969
-32.0,1,5266.050528
-50.0,1,5267.152109
-38.0,2,5267.152164
-50.0,1,5269.811426
-50.0,2,5271.613303
-38.0,2,5273.767627
-50.0,1,5274.786438
-41.0,2,5274.786501
-32.0,1,5276.515053
-50.0,1,5276.515113
-50.0,1,5278.463431
-50.0,1,5279.55505
-44.0,2,5279.555135
-50.0,1,5280.651208
-50.0,1,5280.651267
-50.0,1,5281.735949
-50.0,1,5281.736008
-32.0,1,5283.894502
-32.0,1,5283.894559
-50.0,1,5284.986556
-50.0,1,5284.986614
-29.0,1,5286.63759
-50.0,1,5286.637649
-50.0,1,5288.2715
-32.0,1,5288.271571
-50.0,1,5289.357747
-50.0,1,5289.357804
-50.0,1,5290.96168
-32.0,1,5290.961746
-50.0,1,5294.404654
-44.0,2,5296.59858
-32.0,1,5298.5101
-44.0,2,5298.510167
-50.0,1,5301.600915
-50.0,1,5303.996452
-47.0,2,5303.996516
-32.0,1,5306.820424
-35.0,1,5306.820504
-50.0,1,5308.053993
-50.0,1,5308.054048
-50.0,1,5309.320741
-50.0,1,5309.320809
-50.0,1,5310.450901
-50.0,1,5310.450959
-50.0,1,5311.561464
-50.0,1,5311.561521
-32.0,1,5313.972751
-32.0,1,5313.972822
-50.0,1,5315.105016
-50.0,1,5315.10508
-50.0,1,5316.370172
-50.0,1,5316.370231
-50.0,1,5318.155471
-38.0,2,5319.259793
-50.0,1,5319.259851
-50.0,1,5321.106882
-38.0,2,5322.872487
-32.0,1,5322.872547
-50.0,1,5324.844751
-35.0,2,5327.275587
-29.0,1,5328.939618
-47.0,2,5328.939674
-50.0,1,5330.040968
-50.0,1,5330.041025
-50.0,1,5331.837735
-38.0,2,5333.703995
-35.0,2,5335.638856
-44.0,2,5337.919104
-50.0,1,5339.00076
-47.0,2,5339.000819
-50.0,1,5341.671368
-50.0,2,5343.36498
-50.0,1,5344.474317
-38.0,2,5344.47438
-50.0,1,5346.242525
-38.0,2,5348.623152
-47.0,2,5351.724271
-50.0,2,5353.695112
-29.0,1,5353.695168
-50.0,1,5356.0036
-44.0,2,5358.110726
-50.0,1,5359.18365
-44.0,2,5359.183706
-50.0,1,5360.348256
-50.0,1,5360.348318
-50.0,1,5362.156453
-32.0,1,5362.156521
-32.0,1,5363.892213
-50.0,1,5363.892271
-50.0,1,5365.058205
-50.0,1,5365.058271
-47.0,2,5369.631974
-44.0,2,5369.632031
-50.0,1,5371.49734
-50.0,1,5373.075565
-2.0,2,5373.075625
-50.0,1,5375.175387
-32.0,1,5376.79156
-41.0,2,5376.791615
-50.0,1,5378.189097
-29.0,1,5378.189154
-50.0,1,5380.670661
-47.0,2,5382.718926
-38.0,1,5384.868003
-44.0,2,5384.868069
-50.0,1,5386.253165
-29.0,1,5386.253226
-50.0,1,5388.516144
-44.0,2,5389.701986
-50.0,1,5389.702047
-32.0,1,5391.432157
-50.0,1,5391.432228
-50.0,1,5392.560949
-50.0,1,5392.561008
-44.0,2,5397.243148
-47.0,2,5397.243207
-50.0,1,5398.378157
-50.0,1,5398.37822
-50.0,1,5399.516861
-50.0,1,5399.516924
-50.0,1,5401.22855
-29.0,1,5401.228607
-50.0,1,5402.322361
-50.0,1,5402.322422
-50.0,1,5404.007883
-35.0,1,5406.040882
-35.0,2,5406.040949
-50.0,1,5408.300094
-50.0,1,5409.470616
-44.0,2,5409.470671
-50.0,2,5416.78767
-47.0,2,5416.787731
-50.0,1,5418.711524
-50.0,1,5419.850098
-35.0,2,5419.850154
-50.0,1,5420.992932
-50.0,1,5420.992991
-50.0,1,5422.736371
-38.0,2,5424.394088
-32.0,1,5424.394145
-32.0,1,5426.328493
-50.0,1,5426.32855
-50.0,1,5427.506807
-50.0,1,5427.506866
-32.0,1,5430.035242
-32.0,1,5430.035297
-50.0,1,5431.166921
-50.0,1,5431.167021
-44.0,2,5435.106652
-38.0,2,5435.10671
-50.0,1,5436.281993
-50.0,1,5436.282049
-35.0,2,5440.257198
-44.0,2,5440.257286
-32.0,1,5442.036718
-50.0,1,5442.036775
-50.0,1,5443.181201
-50.0,1,5443.181259
-50.0,1,5446.024257
-50.0,2,5447.166392
-50.0,1,5447.166465
-50.0,1,5448.302627
-50.0,1,5448.302693
-50.0,1,5450.110197
-38.0,2,5451.210183
-50.0,1,5451.210244
-44.0,2,5454.704332
-35.0,2,5454.704391
-32.0,1,5456.420311
-50.0,1,5456.420374
-50.0,1,5458.0726
-32.0,1,5458.072661
-50.0,1,5460.461606
-47.0,2,5461.563892
-50.0,1,5461.563951
-50.0,1,5462.717639
-50.0,1,5462.7177
-50.0,1,5464.343091
-32.0,1,5464.343148
-32.0,1,5465.974227
-50.0,1,5465.974285
-50.0,1,5467.140282
-50.0,1,5467.140351
-47.0,2,5471.512232
-35.0,2,5471.512294
-35.0,1,5474.032475
-32.0,1,5474.032532
-50.0,1,5475.172023
-50.0,1,5475.172085
-50.0,1,5476.280456
-50.0,1,5476.280511
-50.0,1,5478.110273
-38.0,2,5479.821201
-32.0,1,5479.821259
-50.0,1,5482.664594
-50.0,2,5483.864237
-50.0,1,5483.864298
-32.0,1,5485.590823
-50.0,1,5485.590891
-50.0,1,5486.717233
-50.0,1,5486.717291
-50.0,1,5489.131288
-47.0,2,5490.850697
-35.0,2,5493.890111
-50.0,1,5495.205298
-50.0,2,5495.20536
-50.0,1,5497.829458
-50.0,1,5499.236334
-47.0,2,5499.236404
-47.0,2,5503.72654
-44.0,2,5503.726598
-50.0,1,5504.935055
-50.0,1,5504.935179
-50.0,1,5506.091149
-50.0,1,5506.091207
-32.0,1,5507.941406
-50.0,1,5507.941479
-50.0,1,5509.091519
-50.0,1,5509.091576
-50.0,1,5510.87158
-32.0,1,5510.871646
-32.0,1,5512.498668
-50.0,1,5512.498728
-50.0,1,5514.765222
-32.0,1,5514.765315
-29.0,1,5516.370978
-50.0,1,5516.371039
-50.0,1,5518.303394
-50.0,1,5519.314808
-44.0,2,5519.314866
-32.0,1,5520.912137
-50.0,1,5520.912196
-50.0,1,5522.001279
-50.0,1,5522.001339
-32.0,1,5524.237025
-29.0,1,5524.237083
-50.0,1,5525.321172
-50.0,1,5525.321231
-50.0,1,5527.255797
-41.0,2,5529.131673
-32.0,1,5529.131732
-50.0,1,5530.339548
-50.0,1,5530.339608
-50.0,1,5532.283782
-50.0,1,5534.223829
-2.0,2,5534.223887
-50.0,1,5536.093451
-32.0,1,5536.09351
-50.0,1,5538.271751
-44.0,2,5539.422161
-50.0,1,5539.422224
-50.0,1,5541.29717
-41.0,2,5542.423615
-50.0,1,5542.423672
-50.0,1,5543.624924
-50.0,1,5543.62498
-50.0,1,5545.778215
-44.0,2,5547.76251
-32.0,1,5547.762567
-50.0,1,5549.035925
-50.0,1,5549.035993
-35.0,1,5551.547516
-50.0,1,5551.547604
-50.0,1,5552.74859
-50.0,1,5552.748645
-50.0,1,5553.955417
-50.0,1,5553.955474
-50.0,1,5555.808608
-32.0,1,5555.808663
-50.0,1,5558.771099
-47.0,2,5560.821011
-50.0,1,5560.821128
-29.0,1,5563.949549
-50.0,1,5565.665758
-44.0,2,5565.665881
-50.0,1,5567.920591
-50.0,1,5569.088773
-44.0,2,5569.088833
-32.0,1,5570.945061
-50.0,1,5570.94513
-50.0,1,5572.314007
-50.0,1,5572.314065
-50.0,1,5574.989871
-50.0,2,5576.631785
-35.0,2,5577.649705
-50.0,1,5577.649766
-50.0,1,5578.772994
-50.0,1,5578.773059
-50.0,1,5580.494783
-38.0,2,5583.552641
-35.0,1,5585.608685
-50.0,2,5585.608746
-50.0,1,5588.008563
-50.0,1,5589.17664
-47.0,2,5589.176701
-44.0,2,5593.645667
-44.0,2,5593.645728
-50.0,1,5595.544868
-50.0,1,5596.698882
-38.0,2,5596.698943
-50.0,1,5598.667124
-35.0,2,5599.832864
-50.0,1,5599.832921
-50.0,1,5601.585966
-32.0,1,5601.586023
-50.0,1,5602.72936
-50.0,1,5602.729417
-50.0,1,5604.490018
-38.0,2,5605.63742
-50.0,1,5605.637482
-50.0,1,5607.391362
-38.0,2,5609.161408
-32.0,1,5609.161469
-32.0,1,5610.847324
-50.0,1,5610.847383
-50.0,1,5611.983701
-50.0,1,5611.983769
-50.0,1,5613.856163
-32.0,1,5613.856222
-50.0,1,5614.979169
-50.0,1,5614.979228
-50.0,1,5617.549206
-47.0,2,5620.386944
-50.0,2,5623.79825
-50.0,2,5626.265793
-44.0,2,5628.037673
-35.0,2,5629.056098
-50.0,1,5629.056155
-50.0,1,5630.186581
-50.0,1,5630.186645
-38.0,2,5634.302137
-44.0,2,5634.302201
-35.0,1,5636.63876
-50.0,1,5636.638817
-50.0,1,5637.769124
-50.0,1,5637.769205
-29.0,1,5640.393716
-50.0,1,5641.4872
-44.0,2,5641.487258
-41.0,2,5645.673004
-44.0,2,5645.673065
-50.0,1,5647.421691
-32.0,1,5647.421748
-35.0,1,5650.014545
-32.0,1,5650.014601
-50.0,1,5651.149437
-50.0,1,5651.1495
-50.0,1,5652.289269
-50.0,1,5652.292951
-50.0,1,5654.062539
-38.0,2,5655.149959
-50.0,1,5655.150022
-32.0,1,5658.030598
-38.0,1,5658.030669
-50.0,1,5659.906635
-50.0,1,5659.906749
-50.0,1,5662.554649
-44.0,2,5664.984174
-50.0,1,5664.984257
-50.0,1,5667.012982
-32.0,1,5667.013042
-50.0,1,5669.244993
-44.0,2,5670.403613
-50.0,1,5670.403699
-32.0,1,5673.411606
-47.0,2,5674.628225
-50.0,1,5674.628285
-50.0,1,5677.064393
-47.0,2,5678.417041
-50.0,1,5678.417161
-32.0,1,5682.038376
-35.0,1,5682.038446
-50.0,1,5684.097697
-32.0,1,5684.097767
-50.0,1,5685.463899
-50.0,1,5685.463969
-50.0,1,5687.462863
-32.0,1,5687.462921
-32.0,1,5689.245507
-50.0,1,5689.245565
-50.0,1,5691.171082
-32.0,1,5691.171149
-50.0,1,5692.472121
-50.0,1,5692.472191
-50.0,1,5694.380238
-32.0,1,5694.380297
-50.0,1,5695.651487
-50.0,1,5695.651567
-50.0,1,5697.480545
-38.0,2,5699.910579
-47.0,2,5701.126616
-50.0,1,5701.126674
-50.0,1,5703.836476
-47.0,2,5705.793126
-50.0,1,5705.793234
-50.0,1,5708.779162
-44.0,2,5711.655454
-35.0,1,5711.655524
-29.0,1,5714.196821
-38.0,2,5715.279751
-50.0,1,5715.279811
-35.0,1,5717.653275
-32.0,1,5717.653335
-50.0,1,5718.712154
-50.0,1,5718.712213
-32.0,1,5720.996649
-38.0,2,5722.081544
-50.0,1,5722.081603
-32.0,1,5723.760506
-50.0,1,5723.760564
-50.0,1,5724.822913
-50.0,1,5724.822971
-50.0,1,5726.423963
-32.0,1,5726.424023
-50.0,1,5727.502959
-50.0,1,5727.503018
-50.0,1,5729.152704
-29.0,1,5729.152762
-50.0,1,5730.243576
-50.0,1,5730.243637
-50.0,1,5731.339836
-50.0,1,5731.339893
-50.0,1,5732.416316
-50.0,1,5732.416376
-50.0,1,5734.096005
-32.0,1,5734.096062
-50.0,1,5735.189798
-50.0,1,5735.189853
-50.0,1,5736.900053
-35.0,2,5738.214724
-50.0,1,5738.214782
-32.0,1,5741.226066
-44.0,2,5743.021333
-50.0,1,5743.021459
-50.0,1,5747.182849
-47.0,2,5750.336092
-35.0,1,5752.930313
-47.0,2,5752.930373
-50.0,1,5754.973539
-44.0,2,5757.215865
-44.0,2,5758.901085
-38.0,2,5760.478161
-32.0,1,5760.47822
-50.0,1,5761.620966
-50.0,1,5761.621034
-32.0,1,5763.29575
-50.0,1,5763.295807
-50.0,1,5764.406881
-50.0,1,5764.40694
-50.0,1,5765.540541
-50.0,1,5765.5406
-32.0,1,5768.57885
-50.0,1,5769.78311
-47.0,2,5769.783167
-50.0,1,5771.630986
-32.0,1,5771.631045
-50.0,1,5772.744416
-50.0,1,5772.744473
-50.0,1,5773.874151
-50.0,1,5773.874215
-32.0,1,5775.557782
-50.0,1,5775.55784
-50.0,1,5776.674631
-50.0,1,5776.674693
-50.0,1,5777.835814
-50.0,1,5777.835874
-50.0,1,5779.724779
-32.0,1,5779.724835
-50.0,1,5780.951469
-50.0,1,5780.951526
-50.0,1,5782.902642
-41.0,2,5784.145078
-50.0,1,5784.145133
-50.0,1,5787.031277
-32.0,1,5787.031339
-50.0,1,5788.266784
-50.0,1,5788.266843
-32.0,1,5790.246018
-50.0,1,5790.246075
-50.0,1,5792.273835
-50.0,1,5792.273946
-50.0,1,5795.127542
-32.0,1,5795.1276
-50.0,1,5798.439141
-8.0,2,5801.602617
-50.0,1,5801.602677
-35.0,1,5805.917511
-50.0,1,5807.260898
-44.0,2,5807.260953
-50.0,1,5808.361087
-50.0,1,5808.361146
-50.0,1,5811.313984
-50.0,1,5812.357602
-50.0,2,5812.357661
-50.0,1,5813.477817
-50.0,1,5813.477882
-50.0,1,5815.608965
-32.0,1,5817.236387
-44.0,2,5817.23644
-50.0,1,5818.345405
-50.0,1,5818.345462
-50.0,1,5819.455413
-50.0,1,5819.455477
-50.0,1,5821.126276
-32.0,1,5821.126343
-32.0,1,5822.924547
-50.0,1,5822.924607
-50.0,1,5824.04341
-50.0,1,5824.043463
-32.0,1,5825.735359
-50.0,1,5825.73542
-50.0,1,5826.935601
-50.0,1,5826.935658
-50.0,1,5828.160117
-50.0,1,5828.160177
-50.0,1,5829.372047
-50.0,1,5829.372103
-50.0,1,5830.568136
-50.0,1,5830.568195
-50.0,1,5831.775671
-50.0,1,5831.775734
-50.0,1,5834.392673
-50.0,1,5835.677922
-47.0,2,5835.677978
-50.0,1,5838.285127
-50.0,1,5839.490385
-47.0,2,5839.490439
-50.0,1,5842.461106
-47.0,2,5843.844737
-50.0,1,5843.844797
-50.0,1,5846.050026
-44.0,2,5847.27827
-50.0,1,5847.278327
-38.0,1,5850.777776
-44.0,2,5851.940179
-50.0,1,5851.940237
-50.0,1,5854.278288
-47.0,2,5855.970279
-32.0,1,5855.970336
-50.0,1,5857.291865
-50.0,1,5857.291975
-29.0,1,5859.900138
-50.0,1,5859.900199
-50.0,1,5861.76066
-32.0,1,5861.76072
-50.0,1,5862.972322
-50.0,1,5862.972389
-50.0,1,5864.984808
-50.0,1,5866.696412
-2.0,2,5866.696523
-2.0,2,5871.028561
-38.0,2,5871.028623
-32.0,1,5873.507739
-32.0,1,5873.507801
-50.0,1,5874.66164
-50.0,1,5874.661696
-50.0,1,5876.707176
-44.0,2,5877.762187
-50.0,1,5877.762244
-50.0,1,5880.726804
-50.0,2,5882.026177
-50.0,1,5882.026264
-50.0,1,5884.749325
-50.0,1,5885.889095
-44.0,2,5885.889158
-32.0,1,5887.737537
-50.0,1,5887.737594
-50.0,1,5889.376006
-50.0,1,5889.376066
-50.0,1,5891.845782
-50.0,1,5893.677156
-44.0,2,5893.677271
-50.0,1,5895.325685
-50.0,1,5895.325745
-50.0,1,5896.928086
-50.0,1,5896.928203
-50.0,1,5899.238673
-32.0,1,5899.238724
-29.0,1,5901.673362
-50.0,1,5901.673426
-50.0,1,5903.829427
-50.0,1,5903.829548
-50.0,1,5907.0147
-32.0,1,5907.014826
-50.0,1,5909.573661
-50.0,1,5909.573774
-50.0,1,5911.870802
-38.0,2,5914.650802
-47.0,2,5915.842675
-50.0,1,5915.842731
-38.0,1,5918.820275
-50.0,1,5919.932725
-44.0,2,5919.932783
-32.0,1,5922.165474
-32.0,1,5922.165538
-50.0,1,5923.274784
-50.0,1,5923.274842
-50.0,1,5924.380759
-50.0,1,5924.38082
-50.0,1,5926.104781
-50.0,1,5927.219892
-38.0,2,5927.219951
-50.0,1,5930.075581
-50.0,1,5931.304947
-50.0,2,5931.305015
-44.0,2,5939.876499
-47.0,2,5939.876603
-26.0,1,5942.604358
-50.0,1,5942.604437
-50.0,1,5944.960263
-50.0,1,5944.960378
-50.0,1,5947.745149
-44.0,2,5949.311795
-50.0,1,5949.311861
-50.0,1,5951.064857
-32.0,1,5951.064915
-50.0,1,5952.817549
-38.0,2,5953.928938
-50.0,1,5953.929001
-50.0,1,5955.70412
-2.0,2,5958.219929
-44.0,2,5960.878282
-47.0,2,5963.63257
-38.0,1,5965.529016
-47.0,2,5965.529085
-50.0,1,5967.045641
-50.0,1,5967.045715
-50.0,1,5971.298746
-47.0,2,5973.314926
-50.0,1,5973.315006
-50.0,1,5975.512573
-50.0,1,5975.512686
-50.0,1,5977.133006
-50.0,1,5977.133068
-50.0,1,5978.944189
-38.0,2,5980.932707
-44.0,2,5982.667941
-35.0,2,5985.1141
-47.0,2,5987.331826
-44.0,2,5989.211093
-35.0,2,5990.332846
