#{"t_start": 1748654011.4573238, "env_id": "None"}
r,l,t
-32.0,1,2322.817619
-50.0,2,2324.001475
-50.0,1,2324.001532
-35.0,1,2326.173697
-50.0,1,2326.173786
-50.0,1,2328.195606
-29.0,1,2331.062346
-44.0,2,2331.062454
-50.0,1,2332.965197
-50.0,1,2332.965273
-32.0,1,2335.993365
-50.0,1,2335.993479
-50.0,1,2338.632538
-35.0,1,2338.632653
-50.0,1,2340.47109
-50.0,1,2340.471148
-35.0,1,2343.577934
-44.0,2,2345.779624
-50.0,1,2345.779677
-50.0,2,2351.578005
-50.0,2,2351.578073
-50.0,1,2354.187483
-47.0,2,2356.354995
-35.0,1,2358.898509
-41.0,2,2358.898617
-50.0,1,2362.376346
-35.0,1,2364.551722
-50.0,2,2364.551781
-50.0,1,2365.656175
-50.0,1,2365.656232
-44.0,2,2369.847039
-41.0,2,2369.8471
-50.0,1,2371.818795
-35.0,2,2373.926397
-50.0,1,2374.9874
-44.0,2,2374.987468
-32.0,1,2377.283628
-38.0,2,2379.334018
-50.0,1,2380.454286
-44.0,2,2380.454349
-38.0,2,2384.699964
-47.0,2,2384.700023
-38.0,1,2386.882602
-50.0,1,2386.88266
-50.0,1,2388.608891
-35.0,2,2390.819131
-41.0,2,2392.986609
-50.0,1,2392.98672
-32.0,1,2396.467767
-35.0,1,2396.467887
-50.0,1,2398.833362
-50.0,1,2398.833424
-50.0,1,2402.656603
-44.0,2,2404.646555
-50.0,1,2404.646611
-50.0,1,2407.001392
-32.0,1,2407.001449
-32.0,1,2408.957487
-50.0,1,2408.957542
-50.0,1,2410.144539
-50.0,1,2410.144593
-50.0,1,2411.335563
-50.0,1,2411.335622
-50.0,2,2416.916171
-41.0,2,2416.916231
-50.0,1,2418.356358
-50.0,1,2418.356436
-35.0,1,2420.483279
-50.0,1,2420.483339
-50.0,1,2422.509374
-44.0,2,2424.519875
-44.0,2,2425.681352
-50.0,1,2425.681409
-50.0,1,2428.084956
-47.0,2,2429.888514
-38.0,2,2432.317688
-47.0,2,2435.382748
-50.0,2,2438.355067
-50.0,2,2441.37703
-35.0,1,2443.380277
-50.0,2,2443.380338
-50.0,1,2445.778997
-50.0,1,2446.958589
-47.0,2,2446.958652
-44.0,2,2452.016707
-50.0,2,2452.016767
-32.0,1,2455.338922
-47.0,2,2456.53114
-50.0,1,2456.531202
-50.0,1,2458.172578
-32.0,1,2458.172641
-32.0,1,2459.938669
-50.0,1,2459.938726
-50.0,1,2461.148405
-50.0,1,2461.148465
-44.0,2,2465.896988
-47.0,2,2465.897048
-47.0,2,2471.287228
-50.0,2,2471.287286
-50.0,2,2476.866223
-47.0,2,2476.86628
-50.0,1,2480.385451
-44.0,2,2482.17073
-50.0,1,2482.170899
-29.0,1,2484.995092
-50.0,1,2484.99524
-50.0,1,2488.672753
-50.0,1,2489.8147
-44.0,2,2489.814758
-32.0,1,2493.49636
-50.0,2,2495.316931
-50.0,1,2496.572239
-35.0,2,2496.572295
-50.0,1,2498.257676
-35.0,2,2499.331578
-50.0,1,2499.331628
1.0,1,2502.09444
-35.0,1,2504.126519
-44.0,2,2504.126582
-50.0,1,2505.880554
-32.0,1,2505.880612
-50.0,2,2511.318412
-50.0,2,2511.318471
-50.0,2,2516.283308
-32.0,2,2516.283372
-2.0,2,2520.882751
-44.0,2,2520.882802
-47.0,2,2526.69133
-50.0,2,2526.691388
-32.0,1,2530.59637
-50.0,1,2531.754296
-50.0,2,2531.754353
-50.0,1,2532.959813
-50.0,1,2532.959872
-50.0,1,2534.821727
-38.0,2,2538.03424
-50.0,2,2540.307068
-50.0,1,2541.416814
-41.0,2,2541.416879
-50.0,1,2543.158853
-38.0,2,2545.071806
-38.0,2,2547.552823
-50.0,1,2548.655431
-47.0,2,2548.655493
-32.0,1,2551.148836
-38.0,2,2552.264171
-50.0,1,2552.264235
-32.0,1,2556.152191
-44.0,2,2558.408978
-50.0,1,2558.409104
-29.0,1,2562.692247
-35.0,1,2562.692335
-50.0,1,2566.798803
-50.0,2,2568.502016
-35.0,2,2569.583421
-50.0,1,2569.583479
-38.0,2,2573.357108
-41.0,2,2573.357164
-50.0,1,2575.611353
-47.0,2,2577.958997
-47.0,2,2579.065125
-50.0,1,2579.065198
-47.0,2,2583.833143
-41.0,2,2583.833206
-50.0,1,2585.928273
-44.0,2,2588.449958
-47.0,2,2590.657411
-50.0,1,2591.72467
-41.0,2,2591.724775
-32.0,1,2594.56347
-47.0,2,2595.672722
-50.0,1,2595.672784
-47.0,2,2600.782983
-50.0,2,2600.78304
-50.0,2,2605.641893
-35.0,2,2605.641953
-50.0,1,2606.757358
-50.0,1,2606.757423
-32.0,1,2609.085248
-50.0,1,2610.210345
-38.0,2,2610.210404
-50.0,1,2611.958297
-32.0,1,2611.958354
-50.0,1,2613.780798
-38.0,2,2615.402558
-32.0,1,2615.402625
-50.0,1,2616.522402
-50.0,1,2616.52246
-44.0,2,2621.278292
-50.0,2,2621.278345
-50.0,1,2623.740877
-47.0,2,2625.828816
-44.0,2,2627.996949
-32.0,1,2629.608643
-41.0,2,2629.608701
-50.0,1,2632.025386
-47.0,2,2634.304383
-41.0,2,2635.450537
-50.0,1,2635.45059
-50.0,1,2636.730079
-50.0,1,2636.730135
-50.0,1,2640.094306
-47.0,2,2641.839958
-50.0,1,2641.840019
-50.0,1,2642.950537
-50.0,1,2642.950599
-50.0,1,2645.420436
-47.0,2,2648.232605
-50.0,2,2650.783336
-47.0,2,2652.711502
-50.0,1,2653.84936
-38.0,2,2653.849416
-32.0,1,2656.407225
-38.0,2,2657.66984
-50.0,1,2657.669899
-50.0,1,2659.915105
-41.0,2,2661.024527
-50.0,1,2661.024584
-50.0,1,2662.88344
-38.0,2,2664.902117
-44.0,2,2666.851782
-50.0,1,2667.967891
-44.0,2,2667.967951
-44.0,2,2672.588459
-47.0,2,2672.588519
-29.0,1,2675.89737
-47.0,2,2677.138087
-50.0,1,2677.138155
-50.0,1,2680.179098
-50.0,2,2681.907197
-35.0,2,2684.323354
-47.0,2,2687.482778
-35.0,1,2689.71085
-50.0,2,2689.710909
-50.0,1,2691.979792
-41.0,2,2693.797698
-38.0,2,2694.982216
-50.0,1,2694.982274
-50.0,1,2698.10163
-50.0,2,2699.988131
-50.0,1,2701.693739
-2.0,2,2701.6938
-44.0,2,2706.172418
-47.0,2,2706.172475
-50.0,1,2708.563792
-47.0,2,2709.644781
-50.0,1,2709.64484
-50.0,2,2714.507932
-44.0,2,2714.50799
-35.0,1,2716.588567
-50.0,1,2716.588653
-50.0,1,2717.776158
-50.0,1,2717.776218
-50.0,1,2720.171597
-50.0,1,2721.33333
-44.0,2,2721.333388
-32.0,1,2723.761733
-50.0,1,2724.828721
-38.0,2,2724.828784
-29.0,1,2728.08571
-50.0,1,2729.120026
-50.0,2,2729.120083
-50.0,1,2731.506865
-47.0,2,2734.301115
-50.0,1,2735.468576
-50.0,2,2735.468647
-44.0,2,2739.259975
-44.0,2,2739.260045
-50.0,1,2741.621896
-50.0,1,2742.835808
-47.0,2,2742.835865
-50.0,1,2746.096163
-50.0,2,2748.264133
-38.0,1,2748.264188
-50.0,1,2749.471063
-50.0,1,2749.471119
-44.0,2,2753.986189
-44.0,2,2753.986249
-50.0,2,2759.469256
-2.0,2,2759.469315
-50.0,1,2760.677171
-50.0,1,2760.677228
-32.0,1,2763.565378
-50.0,1,2764.695046
-44.0,2,2764.695102
-50.0,1,2767.361653
-32.0,1,2769.083666
-50.0,2,2769.083724
-50.0,1,2772.112729
-32.0,1,2774.000356
-50.0,2,2774.000412
-50.0,1,2775.1411
-50.0,1,2775.14117
-50.0,1,2778.202306
-50.0,1,2779.584113
-50.0,2,2779.584191
-50.0,1,2782.628236
-50.0,2,2784.448188
-38.0,2,2787.5142
-50.0,2,2790.440387
-50.0,2,2793.034546
-47.0,2,2796.629795
-50.0,2,2799.475942
-50.0,1,2800.621651
-44.0,2,2800.621715
-50.0,1,2802.39993
-32.0,1,2802.399989
-50.0,1,2803.564728
-50.0,1,2803.564787
-50.0,1,2805.332659
-32.0,1,2805.332718
-50.0,1,2808.738854
-44.0,2,2809.842776
-50.0,1,2809.842843
-50.0,1,2812.130371
-44.0,2,2813.969121
-38.0,2,2815.777674
-32.0,1,2815.777731
-50.0,1,2817.601454
-38.0,2,2819.347505
-32.0,1,2819.347572
-50.0,1,2821.691722
-47.0,2,2823.551545
-50.0,1,2824.672836
-35.0,2,2824.672895
-32.0,1,2827.115991
-35.0,2,2828.294195
-50.0,1,2828.294275
-50.0,1,2830.026051
-50.0,1,2831.114556
-38.0,2,2831.11461
-50.0,1,2833.902507
-50.0,2,2835.931614
-50.0,1,2837.016707
-44.0,2,2837.016764
-50.0,1,2838.893996
-2.0,2,2840.564933
-50.0,1,2840.564993
-50.0,1,2841.734291
-50.0,1,2841.73436
-50.0,2,2847.15981
-44.0,2,2847.159868
-32.0,1,2849.342963
-32.0,1,2849.343026
-50.0,1,2850.450946
-50.0,1,2850.451007
-44.0,2,2854.054206
-38.0,2,2854.054281
-50.0,1,2855.851631
-38.0,2,2858.636307
-50.0,2,2859.827408
-50.0,1,2859.827465
-50.0,1,2862.076442
-41.0,2,2863.779185
-32.0,1,2863.779241
-35.0,1,2865.879817
-50.0,1,2865.879875
-50.0,1,2868.035102
-50.0,1,2869.062415
-41.0,2,2869.062477
-50.0,1,2871.317338
-44.0,2,2872.467734
-50.0,1,2872.467804
-32.0,1,2875.135885
-50.0,1,2876.135779
-35.0,2,2876.135849
-32.0,1,2877.979127
-50.0,1,2877.979184
-50.0,1,2879.196619
-50.0,1,2879.196676
-50.0,1,2881.648129
-44.0,2,2882.813103
-50.0,1,2882.813161
-50.0,1,2884.032874
-50.0,1,2884.032931
-35.0,1,2887.284346
-50.0,1,2889.004842
-2.0,2,2889.004897
-50.0,1,2891.04274
-35.0,2,2894.029344
-50.0,2,2895.276978
-50.0,1,2895.277035
-50.0,1,2897.032014
-32.0,1,2897.032073
-50.0,1,2898.202639
-50.0,1,2898.202696
-38.0,2,2902.394711
-47.0,2,2902.394769
-44.0,2,2906.910208
-47.0,2,2906.91031
-50.0,1,2909.34141
-47.0,2,2911.63571
-44.0,2,2912.779527
-50.0,1,2912.779589
-50.0,1,2913.922446
-50.0,1,2913.922504
-35.0,1,2916.951794
-50.0,1,2918.107585
-44.0,2,2918.107641
-47.0,2,2922.534248
-41.0,2,2922.5343
-32.0,1,2925.822664
-47.0,2,2926.955115
-50.0,1,2926.955174
-50.0,1,2928.865985
-50.0,1,2930.574631
-2.0,2,2930.574688
-38.0,2,2935.55607
-50.0,2,2935.556124
-32.0,1,2937.974294
-38.0,2,2939.080988
-50.0,1,2939.081053
-50.0,1,2940.222666
-50.0,1,2940.222726
-50.0,1,2941.994614
-38.0,2,2943.194354
-50.0,1,2943.194411
-50.0,1,2946.537189
-50.0,2,2947.84646
-50.0,1,2947.846518
-50.0,1,2950.759922
-50.0,1,2951.90191
-50.0,2,2951.901962
-50.0,1,2954.249667
-44.0,2,2955.319613
-50.0,1,2955.319676
-50.0,1,2957.764014
-47.0,2,2960.185511
-47.0,2,2963.251346
-50.0,2,2965.005883
-32.0,1,2965.005947
-35.0,1,2966.99849
-50.0,1,2966.99855
-50.0,1,2969.711957
-50.0,1,2970.882947
-50.0,2,2970.883005
-50.0,1,2972.641136
-32.0,1,2972.641195
-32.0,1,2974.452973
-50.0,1,2974.453034
-50.0,1,2976.575018
-44.0,2,2979.754206
-50.0,2,2982.267402
-38.0,1,2982.267457
-50.0,1,2983.450542
-50.0,1,2983.450595
-32.0,1,2986.163031
-44.0,2,2987.318613
-50.0,1,2987.318674
-50.0,1,2989.154797
-32.0,1,2989.154853
-50.0,1,2991.645866
-47.0,2,2993.594319
-50.0,1,2994.657574
-44.0,2,2994.657633
-47.0,2,2998.944584
-38.0,2,2998.944643
-32.0,1,3002.605599
-50.0,1,3003.972392
-50.0,2,3003.972451
-47.0,2,3008.919423
-44.0,2,3008.919485
-50.0,2,3014.016936
-38.0,2,3014.016998
-32.0,1,3017.64115
-50.0,2,3019.447239
-50.0,1,3019.4473
-50.0,1,3024.854006
-47.0,2,3027.506118
-2.0,2,3030.926105
-50.0,2,3032.972032
-32.0,1,3034.72649
-44.0,2,3034.72655
-50.0,1,3036.875963
-50.0,1,3037.980108
-44.0,2,3037.980167
-50.0,1,3039.751707
-50.0,1,3040.837571
-38.0,2,3040.837632
-50.0,2,3046.903641
-50.0,2,3046.903702
-38.0,1,3050.041337
-50.0,1,3051.167329
-44.0,2,3051.167389
-50.0,1,3053.187629
-50.0,1,3054.387826
-41.0,2,3054.387883
-44.0,2,3059.509648
-50.0,2,3059.509709
-32.0,1,3063.16581
-50.0,1,3064.302157
-50.0,2,3064.302216
-50.0,1,3065.423989
-50.0,1,3065.424046
-50.0,2,3070.521421
-44.0,2,3070.521481
-47.0,2,3074.888398
-41.0,2,3074.888455
-50.0,2,3080.303297
-41.0,2,3080.303363
-50.0,1,3082.370651
-35.0,1,3082.370709
-50.0,1,3084.849096
-47.0,2,3087.334552
-47.0,2,3089.098684
-35.0,2,3091.141792
-35.0,1,3091.141851
-50.0,1,3094.20259
-50.0,2,3097.193735
-50.0,1,3098.342488
-50.0,2,3098.342545
-50.0,1,3099.454798
-50.0,1,3099.454863
-38.0,2,3104.386733
-50.0,2,3104.386795
-50.0,1,3106.290435
-32.0,1,3106.290496
-50.0,1,3108.301402
-41.0,2,3110.256505
-32.0,1,3110.256564
-50.0,1,3111.533484
-50.0,1,3111.533546
-50.0,1,3113.321244
-32.0,1,3113.321301
-32.0,1,3114.997155
-50.0,1,3114.997215
-50.0,1,3117.250107
-50.0,1,3118.290233
-44.0,2,3118.29029
-50.0,1,3119.37397
-50.0,1,3119.374028
-44.0,2,3124.181208
-50.0,2,3124.181265
-50.0,1,3125.302553
-50.0,1,3125.302619
-50.0,2,3130.377095
-41.0,2,3130.377152
-50.0,1,3132.781859
-47.0,2,3134.687367
-50.0,1,3137.111778
-11.0,2,3137.111838
-35.0,1,3139.718979
-38.0,2,3140.805829
-50.0,1,3140.805939
-32.0,1,3142.636419
-50.0,1,3142.636475
-50.0,1,3143.744406
-50.0,1,3143.744464
-29.0,1,3145.426593
-50.0,1,3145.426651
-50.0,1,3146.508923
-50.0,1,3146.50898
-32.0,1,3148.195046
-50.0,1,3148.19511
-50.0,1,3149.296906
-50.0,1,3149.296957
-50.0,1,3151.696763
-47.0,2,3154.185173
-47.0,2,3156.652445
-35.0,1,3158.512086
-47.0,2,3158.51215
-50.0,1,3161.114116
-32.0,1,3161.114188
-35.0,1,3164.779624
-50.0,1,3164.779732
-32.0,1,3169.562327
-44.0,2,3171.509485
-44.0,2,3172.626646
-50.0,1,3172.626703
-8.0,2,3176.552661
-38.0,2,3176.552717
-50.0,1,3178.534826
-44.0,2,3181.276541
-47.0,2,3182.951657
-32.0,1,3182.951723
-50.0,1,3185.347965
-47.0,2,3188.106587
-50.0,1,3189.543497
-50.0,2,3189.543555
-50.0,1,3192.647054
-50.0,1,3194.013861
-50.0,2,3194.01392
-44.0,2,3197.801027
-38.0,2,3197.801085
-50.0,1,3199.003354
-50.0,1,3199.003409
-50.0,1,3201.985363
-50.0,2,3204.467091
-44.0,2,3206.75999
-41.0,2,3208.471401
-32.0,1,3208.47146
-50.0,1,3209.693823
-50.0,1,3209.693882
-32.0,1,3212.505916
-44.0,2,3213.664732
-50.0,1,3213.664799
-47.0,2,3217.988769
-38.0,2,3217.98883
-50.0,1,3220.153533
-50.0,1,3221.237651
-41.0,2,3221.237721
-50.0,1,3223.267391
-35.0,2,3224.376601
-50.0,1,3224.376657
-32.0,1,3227.257432
-47.0,2,3228.352627
-50.0,1,3228.352687
-50.0,1,3230.489144
-41.0,2,3232.576568
-44.0,2,3234.173184
-41.0,2,3235.224157
-50.0,1,3235.224216
-35.0,1,3237.782575
-32.0,1,3237.782728
-35.0,1,3240.203806
-50.0,1,3240.203864
-50.0,1,3242.439411
-44.0,2,3245.086001
-47.0,2,3246.184526
-50.0,1,3246.184584
-32.0,1,3249.22257
-50.0,1,3250.311661
-47.0,2,3250.311717
-32.0,1,3253.226198
-50.0,1,3254.644148
-47.0,2,3254.644204
-38.0,2,3258.425424
-35.0,2,3258.425495
-50.0,1,3260.174226
-50.0,1,3261.273783
-38.0,2,3261.273844
-50.0,2,3266.969467
-50.0,2,3266.969526
-35.0,1,3269.076904
-50.0,1,3269.076962
-50.0,1,3270.204529
-50.0,1,3270.204587
-44.0,2,3275.185825
-50.0,2,3275.185962
-32.0,1,3279.028609
-50.0,2,3280.189759
-50.0,1,3280.189817
-50.0,1,3282.686776
-47.0,2,3283.924984
-50.0,1,3283.925048
-35.0,1,3285.94033
-50.0,1,3285.940403
-50.0,1,3287.706103
-32.0,1,3287.706169
-50.0,1,3288.82217
-50.0,1,3288.822228
-32.0,1,3291.359411
-44.0,2,3292.41706
-50.0,1,3292.417122
-50.0,1,3294.717803
-44.0,2,3296.453844
-32.0,2,3298.189928
-38.0,2,3299.997773
-7.0,2,3303.121628
-50.0,2,3305.212253
-44.0,2,3306.295091
-50.0,1,3306.29515
-50.0,1,3307.963535
-9.0,2,3310.935187
-44.0,2,3313.281474
-47.0,2,3314.966271
-41.0,2,3316.851162
-35.0,2,3319.895832
-50.0,2,3322.312331
-47.0,2,3324.156901
-32.0,1,3324.156961
-50.0,1,3325.220551
-50.0,1,3325.220608
-50.0,1,3327.835791
-50.0,2,3328.934359
-50.0,1,3328.934419
-35.0,1,3330.832064
-50.0,1,3330.832124
-50.0,1,3332.912242
-41.0,2,3334.922453
-44.0,2,3335.989747
-50.0,1,3335.989807
-38.0,2,3339.404859
-38.0,2,3339.40492
-50.0,1,3341.359661
-44.0,2,3342.977438
-32.0,1,3342.977496
-50.0,1,3344.902628
-44.0,2,3346.003779
-50.0,1,3346.003838
-29.0,1,3348.15044
-50.0,1,3349.945635
-2.0,2,3349.945687
-50.0,1,3352.259569
-44.0,2,3353.427589
-50.0,1,3353.427652
-44.0,2,3360.180771
-50.0,2,3360.180897
-35.0,1,3363.58566
-50.0,1,3363.585737
-44.0,2,3368.498957
-38.0,2,3368.499015
-50.0,1,3370.527941
-32.0,1,3372.246788
-44.0,2,3372.246848
-50.0,1,3374.24997
-44.0,2,3375.991777
-38.0,2,3377.74693
-35.0,2,3379.773282
-44.0,2,3380.907646
-50.0,1,3380.907704
-50.0,1,3382.033678
-50.0,1,3382.033736
-32.0,1,3384.460675
-50.0,1,3385.453024
-38.0,2,3385.453081
-32.0,1,3387.226815
-50.0,1,3387.226875
-50.0,1,3388.342978
-50.0,1,3388.343038
-32.0,1,3390.630212
-50.0,1,3391.728739
-38.0,2,3391.728795
-50.0,1,3393.436783
-32.0,1,3393.436841
-50.0,1,3395.595243
-44.0,2,3397.309969
-50.0,1,3398.414073
-38.0,2,3398.41414
-50.0,1,3401.222581
-50.0,2,3403.077054
-38.0,2,3405.25626
-41.0,2,3406.844421
-32.0,1,3406.844477
-50.0,1,3409.799146
-50.0,2,3412.559134
-50.0,2,3414.435625
-35.0,2,3416.83323
-29.0,1,3418.497627
-47.0,2,3418.49769
-50.0,1,3419.609237
-50.0,1,3419.609295
-50.0,1,3421.419009
-2.0,2,3424.149566
-44.0,2,3426.227569
-44.0,2,3428.612594
-47.0,2,3431.166285
-47.0,2,3432.309414
-50.0,1,3432.309472
-50.0,1,3434.184796
-29.0,1,3434.184854
-50.0,1,3437.347285
-50.0,2,3439.202783
-50.0,1,3440.876066
-2.0,2,3440.876123
-32.0,1,3444.488771
-50.0,1,3446.220046
-47.0,2,3446.220105
-41.0,2,3451.441039
-50.0,2,3451.441104
-50.0,1,3452.583038
-50.0,1,3452.583096
-32.0,1,3454.862064
-32.0,1,3454.86212
-50.0,1,3456.015574
-50.0,1,3456.01563
-32.0,1,3458.308937
-32.0,1,3458.308994
-50.0,1,3459.450484
-50.0,1,3459.450539
-35.0,1,3461.601817
-50.0,1,3461.601894
-50.0,1,3462.837622
-50.0,1,3462.837677
-38.0,1,3466.429883
-47.0,2,3468.548212
-35.0,1,3468.548311
-50.0,1,3470.709912
-50.0,1,3470.710011
-35.0,1,3474.271423
-32.0,1,3474.271547
-50.0,1,3475.675715
-50.0,1,3475.675773
-50.0,1,3478.189601
-47.0,2,3480.006583
-32.0,1,3480.006644
-50.0,1,3482.194987
-41.0,2,3483.904108
-32.0,1,3483.904168
-50.0,1,3485.052258
-50.0,1,3485.052319
-50.0,1,3487.41985
-44.0,2,3489.998917
-47.0,2,3492.623487
-41.0,2,3494.388213
-50.0,1,3494.388283
-50.0,2,3499.199281
-35.0,2,3499.199337
-32.0,1,3501.630764
-35.0,2,3502.775139
-50.0,1,3502.775196
-50.0,2,3507.524538
-44.0,2,3507.524596
-41.0,2,3512.49631
-50.0,2,3512.496372
-47.0,2,3517.518827
-47.0,2,3517.518888
-32.0,1,3521.062124
-32.0,1,3521.062241
-50.0,1,3522.95379
-50.0,1,3522.95385
-47.0,2,3528.086307
-47.0,2,3528.086364
-50.0,1,3530.068791
-44.0,2,3531.93767
-44.0,2,3533.949809
-44.0,2,3535.68519
-32.0,1,3535.685253
-35.0,1,3538.201621
-50.0,1,3538.201679
-50.0,1,3539.585519
-50.0,1,3539.585625
-50.0,1,3540.939511
-50.0,1,3540.939579
-32.0,1,3543.948172
-32.0,1,3543.948254
-50.0,1,3545.101718
-50.0,1,3545.101775
-44.0,2,3549.076327
-41.0,2,3549.076391
-50.0,1,3550.179026
-50.0,1,3550.179089
-50.0,1,3551.29317
-50.0,1,3551.293244
-32.0,1,3554.7903
-50.0,1,3556.265145
-50.0,2,3556.265203
-44.0,2,3560.150097
-35.0,2,3560.150155
-50.0,1,3562.248892
-41.0,2,3563.948068
-38.0,2,3565.369853
-29.0,1,3565.36991
-50.0,1,3567.941433
-47.0,2,3570.474028
-41.0,2,3572.776156
-44.0,2,3573.958175
-50.0,1,3573.958242
-32.0,1,3575.807275
-50.0,1,3575.807333
-50.0,1,3577.603781
-38.0,2,3579.703958
-44.0,2,3581.597065
-32.0,1,3581.597122
-50.0,1,3582.830656
-50.0,1,3582.830715
-50.0,1,3584.875889
-32.0,1,3586.653397
-44.0,2,3586.653455
-50.0,1,3588.880512
-41.0,2,3590.804911
-2.0,2,3593.51301
-44.0,2,3596.433912
-47.0,2,3597.969373
-50.0,1,3597.96943
-50.0,1,3599.154011
-50.0,1,3599.154068
-50.0,1,3601.259122
-44.0,2,3603.063485
-32.0,1,3604.887897
-38.0,2,3604.887955
-50.0,1,3606.070573
-50.0,1,3606.070629
-50.0,1,3607.250144
-50.0,1,3607.250201
-38.0,1,3611.072633
-50.0,1,3612.203699
-47.0,2,3612.203756
-50.0,1,3614.685071
-47.0,2,3615.877225
-50.0,1,3615.877291
-44.0,2,3620.999066
-50.0,2,3620.999123
-50.0,1,3622.195577
-50.0,1,3622.195637
-50.0,1,3623.374362
-50.0,1,3623.374429
-50.0,1,3625.246755
-50.0,1,3626.473245
-38.0,2,3626.473368
-32.0,1,3629.366325
-44.0,2,3630.499003
-50.0,1,3630.499068
-50.0,1,3632.362396
-32.0,1,3634.602436
-2.0,2,3634.602506
-50.0,1,3636.641873
-44.0,2,3638.581247
-44.0,2,3640.309223
-32.0,1,3640.309285
-50.0,1,3641.379252
-50.0,1,3641.379309
-29.0,1,3643.025431
-50.0,1,3643.025489
-50.0,1,3644.652069
-32.0,1,3644.652129
-50.0,1,3645.805638
-50.0,1,3645.805694
-32.0,1,3647.590867
-50.0,1,3647.590929
-50.0,1,3648.755418
-50.0,1,3648.755477
-50.0,1,3649.914314
-50.0,1,3649.914372
-50.0,1,3651.080036
-50.0,1,3651.080097
-50.0,1,3652.919393
-38.0,2,3654.072011
-50.0,1,3654.07207
-32.0,1,3655.81049
-50.0,1,3655.810549
-50.0,1,3658.289561
-35.0,1,3658.28962
-50.0,1,3660.253307
-41.0,2,3663.439388
-50.0,2,3665.630338
-44.0,2,3667.904791
-32.0,1,3669.628437
-41.0,2,3669.628497
-50.0,1,3670.864132
-50.0,1,3670.864188
-44.0,2,3676.235938
-50.0,2,3676.235998
-50.0,1,3677.438371
-50.0,1,3677.438469
-50.0,1,3678.547056
-50.0,1,3678.547114
-32.0,1,3680.838019
-50.0,1,3681.937727
-38.0,2,3681.937787
-50.0,1,3683.032901
-50.0,1,3683.032964
-50.0,1,3685.236483
-44.0,2,3687.624321
-32.0,1,3689.362289
-47.0,2,3689.362345
-50.0,1,3691.736609
-50.0,1,3692.917704
-47.0,2,3692.917761
-29.0,1,3696.105865
-44.0,2,3697.219546
-50.0,1,3697.219603
-50.0,1,3698.298863
-50.0,1,3698.29892
-50.0,1,3701.515354
-50.0,2,3704.406169
-50.0,1,3706.685414
-8.0,2,3706.685487
-50.0,1,3709.177805
-47.0,2,3711.109374
-38.0,2,3713.342571
-50.0,1,3714.362555
-44.0,2,3714.362613
-50.0,1,3716.385791
-44.0,2,3718.412394
-44.0,2,3720.258398
-41.0,2,3722.321421
-35.0,1,3722.321532
-50.0,1,3724.553276
-38.0,2,3726.254789
-35.0,2,3728.152679
-50.0,1,3729.268285
-44.0,2,3729.268344
-50.0,1,3732.027343
-50.0,2,3733.220469
-50.0,1,3733.220528
-50.0,1,3735.587091
-47.0,2,3736.712209
-50.0,1,3736.712267
-32.0,1,3739.655514
-50.0,1,3740.688907
-44.0,2,3740.688966
-50.0,1,3741.804872
-50.0,1,3741.804986
-50.0,1,3742.913488
-50.0,1,3742.913546
-50.0,1,3744.638267
-32.0,1,3744.638324
-50.0,1,3746.601461
-44.0,2,3747.657286
-50.0,1,3747.657339
-32.0,1,3749.287929
-50.0,1,3749.287986
-44.0,2,3753.614173
-47.0,2,3753.614239
-50.0,1,3755.706015
-44.0,2,3756.836086
-50.0,1,3756.83615
-35.0,1,3759.495595
-50.0,1,3760.638508
-38.0,2,3760.638566
-50.0,1,3762.388134
-32.0,1,3764.499199
-38.0,2,3764.499264
-50.0,1,3766.454179
-32.0,1,3768.297935
-44.0,2,3768.297996
-50.0,1,3769.615433
-50.0,1,3769.61549
-50.0,1,3771.32694
-50.0,1,3771.326998
-50.0,2,3780.104682
-47.0,2,3780.10474
-38.0,1,3783.591681
-35.0,1,3783.591778
-50.0,1,3785.366107
-50.0,1,3785.366222
-29.0,1,3789.160402
-50.0,1,3790.282453
-47.0,2,3790.282513
-38.0,2,3794.541219
-47.0,2,3794.541275
-50.0,1,3797.641927
-50.0,2,3798.945103
-50.0,1,3798.945163
-32.0,1,3802.120805
-47.0,2,3803.256958
-50.0,1,3803.257014
-50.0,1,3804.371744
-50.0,1,3804.371805
-50.0,1,3807.101525
-50.0,2,3809.594293
-47.0,2,3811.415492
-32.0,1,3811.415553
-50.0,1,3813.844387
-47.0,2,3815.080001
-50.0,1,3815.08006
-38.0,1,3817.215466
-50.0,1,3817.215526
-50.0,1,3818.344975
-50.0,1,3818.345037
-50.0,1,3819.475372
-50.0,1,3819.475429
-50.0,1,3821.179036
-50.0,1,3821.179103
-35.0,1,3826.957536
-50.0,2,3828.870045
-44.0,2,3829.976246
-50.0,1,3829.976299
-50.0,1,3832.748836
-50.0,1,3833.955295
-50.0,2,3833.955352
-35.0,1,3836.249221
-50.0,1,3836.24928
-50.0,1,3839.654273
-47.0,2,3842.525416
-50.0,2,3843.643254
-50.0,1,3843.643308
-50.0,1,3844.772985
-50.0,1,3844.773046
-50.0,1,3846.470276
-32.0,1,3846.470336
-50.0,1,3847.646948
-50.0,1,3847.647005
-50.0,1,3849.492141
-50.0,1,3850.64095
-38.0,2,3850.641039
-32.0,1,3853.047214
-50.0,1,3854.229044
-38.0,2,3854.229101
-44.0,2,3859.614297
-50.0,2,3859.614356
-50.0,1,3862.801706
-50.0,1,3863.98374
