#{"t_start": 1748716358.5233672, "env_id": "None"}
r,l,t
-110.0,2,5053.926257
-100.0,1,5057.952837
-110.0,2,5057.952893
-100.0,1,5064.224728
-105.0,1,5070.096932
-110.0,2,5070.096992
-100.0,1,5076.83177
-100.0,1,5080.779236
-110.0,2,5080.779308
-100.0,1,5084.637952
-100.0,1,5084.63801
-75.0,1,5093.420363
-75.0,1,5093.420426
-100.0,1,5097.147281
-100.0,1,5097.147337
-100.0,1,5101.080303
-100.0,1,5101.080362
-100.0,1,5107.693789
-110.0,2,5113.779429
-105.0,1,5119.501241
-110.0,2,5119.501301
-100.0,1,5125.516602
-110.0,2,5129.582761
-100.0,1,5129.582817
-100.0,1,5136.499153
-100.0,1,5140.413085
-110.0,2,5140.413145
-102.5,1,5145.162755
-100.0,1,5145.162807
-100.0,1,5149.036854
-100.0,1,5149.036912
-100.0,1,5155.064429
-100.0,1,5158.788134
-110.0,2,5158.788194
-100.0,1,5164.746543
-100.0,1,5168.438323
-110.0,2,5168.438383
-102.5,1,5175.361748
-110.0,2,5179.139904
-100.0,1,5179.139964
-100.0,1,5182.887211
-100.0,1,5182.887261
-100.0,1,5186.586532
-100.0,1,5186.586584
-100.0,1,5190.277799
-100.0,1,5190.27786
-110.0,2,5203.107416
-110.0,2,5203.107475
-100.0,1,5209.52947
-73.0,1,5209.529529
-102.5,1,5214.28507
-100.0,1,5214.285128
-100.0,1,5220.357842
-100.0,1,5224.120772
-110.0,2,5224.120841
-102.5,1,5228.828034
-100.0,1,5228.828085
-100.0,1,5232.575992
-100.0,1,5232.576059
-100.0,1,5236.413327
-100.0,1,5236.413386
-100.0,1,5240.285147
-100.0,1,5240.285206
-100.0,1,5246.677337
-100.0,1,5250.64136
-110.0,2,5250.641414
-100.0,1,5254.61077
-100.0,1,5254.61083
-100.0,1,5258.44832
-100.0,1,5258.448377
-100.0,1,5265.208239
-102.5,1,5269.876319
-110.0,2,5269.876378
-100.0,1,5273.829045
-100.0,1,5273.829102
-102.5,1,5278.566788
-100.0,1,5278.566851
-100.0,1,5282.475942
-100.0,1,5282.476006
-100.0,1,5286.288308
-100.0,1,5286.288364
-100.0,1,5292.849813
-110.0,2,5297.598588
-102.5,1,5297.598644
-102.5,1,5304.435193
-100.0,1,5308.033396
-110.0,2,5308.033459
-100.0,1,5312.133633
-100.0,1,5312.133692
-100.0,1,5316.126827
-100.0,1,5316.126889
-100.0,1,5322.398721
-100.0,1,5326.177058
-110.0,2,5326.177163
-110.0,2,5338.474496
-110.0,2,5338.474571
-100.0,1,5342.07312
-100.0,1,5342.073186
-100.0,1,5345.711553
-100.0,1,5345.711613
-100.0,1,5349.917634
-100.0,1,5349.917694
-100.0,1,5357.379081
-100.0,1,5362.716392
-110.0,2,5362.716447
-100.0,1,5367.752017
-100.0,1,5367.75207
-100.0,1,5374.930732
-110.0,2,5381.60939
-110.0,2,5388.214318
-110.0,2,5394.727337
-110.0,2,5398.682472
-100.0,1,5398.682535
-105.0,1,5405.926843
-100.0,1,5405.926901
-100.0,1,5413.895558
-110.0,2,5423.631417
-110.0,2,5433.840712
-110.0,2,5441.589978
-105.0,1,5448.579862
-110.0,2,5448.579937
-100.0,1,5454.593119
-100.0,1,5454.593186
-100.0,1,5459.582707
-100.0,1,5459.582767
-100.0,1,5468.021131
-110.0,2,5472.711607
-100.0,1,5472.711665
-100.0,1,5477.881542
-100.0,1,5477.881692
-100.0,1,5484.888079
-100.0,1,5489.493813
-110.0,2,5489.493879
-110.0,2,5506.85359
-110.0,2,5506.853652
-100.0,1,5511.251858
-100.0,1,5511.251918
-100.0,1,5515.468502
-100.0,1,5515.468564
-100.0,1,5524.924191
-100.0,1,5529.522064
-110.0,2,5529.522121
-100.0,1,5535.07924
-100.0,1,5535.079298
-100.0,1,5541.177801
-100.0,1,5541.177898
-100.0,1,5545.458647
-100.0,1,5545.458711
-100.0,1,5549.820414
-100.0,1,5549.820472
-100.0,1,5554.366008
-100.0,1,5554.366064
-100.0,1,5562.374686
-110.0,2,5567.97195
-100.0,1,5567.972009
-100.0,1,5573.286034
-100.0,1,5573.286086
-102.5,1,5580.422343
-100.0,1,5580.422405
-100.0,1,5587.745318
-110.0,2,5592.144302
-100.0,1,5592.144362
-100.0,1,5600.362733
-100.0,1,5605.11731
-110.0,2,5605.117367
-100.0,1,5613.358372
-100.0,1,5618.756409
-110.0,2,5618.756467
-100.0,1,5623.058262
-100.0,1,5623.05834
-100.0,1,5631.654564
-100.0,1,5635.736155
-110.0,2,5635.736284
-100.0,1,5639.725037
-100.0,1,5639.725095
-100.0,1,5644.169264
-100.0,1,5644.169328
-100.0,1,5650.796329
-110.0,2,5654.917682
-100.0,1,5654.917743
-100.0,1,5661.62186
-100.0,1,5666.500852
-110.0,2,5666.500912
-102.5,1,5673.667266
-100.0,1,5673.667327
-100.0,1,5681.313675
-110.0,2,5685.634696
-100.0,1,5685.634759
-100.0,1,5689.792367
-100.0,1,5689.792439
-100.0,1,5693.943246
-100.0,1,5693.943305
-102.5,1,5698.963141
-100.0,1,5698.963202
-100.0,1,5705.688885
-100.0,1,5710.352952
-110.0,2,5710.35302
-100.0,1,5716.119481
-100.0,1,5716.11954
-100.0,1,5721.999822
-102.5,1,5721.999886
-100.0,1,5731.009448
-110.0,2,5736.03911
-100.0,1,5736.039176
